review,label,phrase,sentiment
Hotel was good and amazing. Rooms are comfortable with window AC tv WiFi also facilities are available here mostly service was outstanding in this hotel the tark.. location was current nearby international airport,10,TV Available,positive
Hotel was good and amazing. Rooms are comfortable with window AC tv WiFi also facilities are available here mostly service was outstanding in this hotel the tark.. location was current nearby international airport,10,WiFi Available,positive
Hotel was good and amazing. Rooms are comfortable with window AC tv WiFi also facilities are available here mostly service was outstanding in this hotel the tark.. location was current nearby international airport,10,Good Facilities,positive
Hotel was good and amazing. Rooms are comfortable with window AC tv WiFi also facilities are available here mostly service was outstanding in this hotel the tark.. location was current nearby international airport,10,Outstanding Service,positive
Hotel was good and amazing. Rooms are comfortable with window AC tv WiFi also facilities are available here mostly service was outstanding in this hotel the tark.. location was current nearby international airport,10,Near International Airport,positive
excellent service with the staff who courteously took care of our requirements,9,Excellent Service,positive
excellent service with the staff who courteously took care of our requirements,9,Courteous Staff,positive
My stay was excellent rom was very neet and clean service can be better. Very close to airport.,9,Excellent Stay,positive
My stay was excellent rom was very neet and clean service can be better. Very close to airport.,9,Neat and Clean Room,positive
My stay was excellent rom was very neet and clean service can be better. Very close to airport.,9,Room for Service Improvement,positive
My stay was excellent rom was very neet and clean service can be better. Very close to airport.,9,Close to Airport,positive
Nice property,7,Nice Property,neutral
excellent service with the staff who courteously took care of our requirements,8,Excellent Service,positive
excellent service with the staff who courteously took care of our requirements,8,Courteous Staff,positive
Location and clean and big Room. It nice restaurant variety of options,9,Good Location,positive
Location and clean and big Room. It nice restaurant variety of options,9,Clean Room,positive
Location and clean and big Room. It nice restaurant variety of options,9,Big Room,positive
Location and clean and big Room. It nice restaurant variety of options,9,Nice Restaurant,positive
Location and clean and big Room. It nice restaurant variety of options,9,Variety of Options,positive
"Overall stay was good. But what I liked the most was the breakfast , breakfast was delicious and delivered to the room on time",9,Good Stay,positive
"Overall stay was good. But what I liked the most was the breakfast , breakfast was delicious and delivered to the room on time",9,Delicious Breakfast,positive
"Overall stay was good. But what I liked the most was the breakfast , breakfast was delicious and delivered to the room on time",9,On-Time Delivery,positive
Staff was very friendly and helpful specially front office manager Nitin.the location was very safe and convenient for a bit of shopping,9,Friendly Staff,positive
Staff was very friendly and helpful specially front office manager Nitin.the location was very safe and convenient for a bit of shopping,9,Helpful Staff,positive
Staff was very friendly and helpful specially front office manager Nitin.the location was very safe and convenient for a bit of shopping,9,Good Manager Nitin,positive
Staff was very friendly and helpful specially front office manager Nitin.the location was very safe and convenient for a bit of shopping,9,Safe Location,positive
Staff was very friendly and helpful specially front office manager Nitin.the location was very safe and convenient for a bit of shopping,9,Convenient for Shopping,positive
I was really happy to stay there I actullay extended the stay as I like the calmness and behaviour.,8,Happy Stay,positive
I was really happy to stay there I actullay extended the stay as I like the calmness and behaviour.,8,Extended Stay,positive
I was really happy to stay there I actullay extended the stay as I like the calmness and behaviour.,8,Calmness,positive
I was really happy to stay there I actullay extended the stay as I like the calmness and behaviour.,8,Good Behaviour,positive
It was good food for the money we paid.Location is very good since it's closer to delhi airport.,9,Good Food,positive
It was good food for the money we paid.Location is very good since it's closer to delhi airport.,9,Good Value,positive
It was good food for the money we paid.Location is very good since it's closer to delhi airport.,9,Good Location,positive
It was good food for the money we paid.Location is very good since it's closer to delhi airport.,9,Close to Delhi Airport,positive
The staff especially Ranjana is warm and caring. She organise the tour for us and ensure each hotel that we check in is good and try her best to solve issue that occurred.,9,Warm Staff,positive
The staff especially Ranjana is warm and caring. She organise the tour for us and ensure each hotel that we check in is good and try her best to solve issue that occurred.,9,Caring Ranjana,positive
The staff especially Ranjana is warm and caring. She organise the tour for us and ensure each hotel that we check in is good and try her best to solve issue that occurred.,9,Tour Organized,positive
The staff especially Ranjana is warm and caring. She organise the tour for us and ensure each hotel that we check in is good and try her best to solve issue that occurred.,9,Good Hotel Check-in,positive
The staff especially Ranjana is warm and caring. She organise the tour for us and ensure each hotel that we check in is good and try her best to solve issue that occurred.,9,Issue Resolution,positive
I likw the staff specially mrs. Ranjana  ji  . She is very polite nd  helpful manager . Nd the stay was good,8,Like Staff,positive
I likw the staff specially mrs. Ranjana  ji  . She is very polite nd  helpful manager . Nd the stay was good,8,Polite Ranjana,positive
I likw the staff specially mrs. Ranjana  ji  . She is very polite nd  helpful manager . Nd the stay was good,8,Helpful Manager,positive
I likw the staff specially mrs. Ranjana  ji  . She is very polite nd  helpful manager . Nd the stay was good,8,Good Stay,positive
The location is very central and the staff were friendly. The manager Ranjana gave us a good travel plan with a good driver Anil to take us around the golden triangle,8,Central Location,positive
The location is very central and the staff were friendly. The manager Ranjana gave us a good travel plan with a good driver Anil to take us around the golden triangle,8,Friendly Staff,positive
The location is very central and the staff were friendly. The manager Ranjana gave us a good travel plan with a good driver Anil to take us around the golden triangle,8,Good Travel Plan,positive
The location is very central and the staff were friendly. The manager Ranjana gave us a good travel plan with a good driver Anil to take us around the golden triangle,8,Good Driver Anil,positive
Ranjana was helpful and reception was also good.,8,Helpful Ranjana,positive
Ranjana was helpful and reception was also good.,8,Good Reception,positive
?È?·?È???È?·Very near New Delhi station,9,Near New Delhi Station,positive
Great price for a stay near the airport. The room is a good size and the beds were quite comfortable. The staff are very friendly and accomodating also. They also allowed us to do a very late check in which was much appreciated,9,Great Price,positive
Great price for a stay near the airport. The room is a good size and the beds were quite comfortable. The staff are very friendly and accomodating also. They also allowed us to do a very late check in which was much appreciated,9,Near Airport,positive
Great price for a stay near the airport. The room is a good size and the beds were quite comfortable. The staff are very friendly and accomodating also. They also allowed us to do a very late check in which was much appreciated,9,Good Room Size,positive
Great price for a stay near the airport. The room is a good size and the beds were quite comfortable. The staff are very friendly and accomodating also. They also allowed us to do a very late check in which was much appreciated,9,Comfortable Beds,positive
Great price for a stay near the airport. The room is a good size and the beds were quite comfortable. The staff are very friendly and accomodating also. They also allowed us to do a very late check in which was much appreciated,9,Friendly Staff,positive
Great price for a stay near the airport. The room is a good size and the beds were quite comfortable. The staff are very friendly and accomodating also. They also allowed us to do a very late check in which was much appreciated,9,Accomodating Staff,positive
Great price for a stay near the airport. The room is a good size and the beds were quite comfortable. The staff are very friendly and accomodating also. They also allowed us to do a very late check in which was much appreciated,9,Late Check-in,positive
"clean and good rooms, stuffs are all friendly and dedicated. highly recommended",8,Clean Rooms,positive
"clean and good rooms, stuffs are all friendly and dedicated. highly recommended",8,Good Rooms,positive
"clean and good rooms, stuffs are all friendly and dedicated. highly recommended",8,Friendly Staff,positive
"clean and good rooms, stuffs are all friendly and dedicated. highly recommended",8,Dedicated Staff,positive
"clean and good rooms, stuffs are all friendly and dedicated. highly recommended",8,Highly Recommended,positive
THIS IS A BUDGET HOTEL LIKE A GOOD ROOM STAFF IS VERY POLITE  STAFF,9,Budget Hotel,positive
THIS IS A BUDGET HOTEL LIKE A GOOD ROOM STAFF IS VERY POLITE  STAFF,9,Good Room,positive
THIS IS A BUDGET HOTEL LIKE A GOOD ROOM STAFF IS VERY POLITE  STAFF,9,Very Polite Staff,positive
Hotel environment is very good Provide good amenities,9,Good Environment,positive
Hotel environment is very good Provide good amenities,9,Good Amenities,positive
Had a comfortable stay,9,Comfortable Stay,positive
Had a comfortable stay hotel,8,Comfortable Stay,positive
"Check in experience was splendid, the person at the reception took at most care. It was very comfortable. The room was clean and tidy. My family had a comfortable stay at the property. The checkout was simple too.",9,Splendid Check-in,positive
"Check in experience was splendid, the person at the reception took at most care. It was very comfortable. The room was clean and tidy. My family had a comfortable stay at the property. The checkout was simple too.",9,Caring Reception,positive
"Check in experience was splendid, the person at the reception took at most care. It was very comfortable. The room was clean and tidy. My family had a comfortable stay at the property. The checkout was simple too.",9,Very Comfortable,positive
"Check in experience was splendid, the person at the reception took at most care. It was very comfortable. The room was clean and tidy. My family had a comfortable stay at the property. The checkout was simple too.",9,Clean Room,positive
"Check in experience was splendid, the person at the reception took at most care. It was very comfortable. The room was clean and tidy. My family had a comfortable stay at the property. The checkout was simple too.",9,Tidy Room,positive
"Check in experience was splendid, the person at the reception took at most care. It was very comfortable. The room was clean and tidy. My family had a comfortable stay at the property. The checkout was simple too.",9,Comfortable Family Stay,positive
"Check in experience was splendid, the person at the reception took at most care. It was very comfortable. The room was clean and tidy. My family had a comfortable stay at the property. The checkout was simple too.",9,Simple Checkout,positive
"Very good value for money, clean, good staff and availability of late checkout for night flights",8,Good Value,positive
"Very good value for money, clean, good staff and availability of late checkout for night flights",8,Clean,positive
"Very good value for money, clean, good staff and availability of late checkout for night flights",8,Good Staff,positive
"Very good value for money, clean, good staff and availability of late checkout for night flights",8,Late Checkout,positive
?È???È?·The staff was incredible. They cared every step of the way. I got sick and they let me rest in a room after my check out. Location is good as well,9,Incredible Staff,positive
?È???È?·The staff was incredible. They cared every step of the way. I got sick and they let me rest in a room after my check out. Location is good as well,9,Caring Staff,positive
?È???È?·The staff was incredible. They cared every step of the way. I got sick and they let me rest in a room after my check out. Location is good as well,9,Post-Checkout Rest,positive
?È???È?·The staff was incredible. They cared every step of the way. I got sick and they let me rest in a room after my check out. Location is good as well,9,Good Location,positive
Perfect,8,Perfect Experience,positive
"Excellent hotel,5 Star @ budget price. Good breakfast+brand new property+amazing water pressure @shower #Aquagem#fittings. Rain forest shower experience.. Centralised AC a plus point.",10,Excellent Hotel,positive
"Excellent hotel,5 Star @ budget price. Good breakfast+brand new property+amazing water pressure @shower #Aquagem#fittings. Rain forest shower experience.. Centralised AC a plus point.",10,Budget Price,positive
"Excellent hotel,5 Star @ budget price. Good breakfast+brand new property+amazing water pressure @shower #Aquagem#fittings. Rain forest shower experience.. Centralised AC a plus point.",10,Good Breakfast,positive
"Excellent hotel,5 Star @ budget price. Good breakfast+brand new property+amazing water pressure @shower #Aquagem#fittings. Rain forest shower experience.. Centralised AC a plus point.",10,Brand New Property,positive
"Excellent hotel,5 Star @ budget price. Good breakfast+brand new property+amazing water pressure @shower #Aquagem#fittings. Rain forest shower experience.. Centralised AC a plus point.",10,Amazing Shower,positive
"Excellent hotel,5 Star @ budget price. Good breakfast+brand new property+amazing water pressure @shower #Aquagem#fittings. Rain forest shower experience.. Centralised AC a plus point.",10,Rain Forest Shower,positive
"Excellent hotel,5 Star @ budget price. Good breakfast+brand new property+amazing water pressure @shower #Aquagem#fittings. Rain forest shower experience.. Centralised AC a plus point.",10,Centralised AC,positive
Very busy location and breakfast is not good.,8,Busy Location,positive
Very busy location and breakfast is not good.,8,Poor Breakfast,positive
"The AC, the bathroom and shwoer",6,Good AC,neutral
"The AC, the bathroom and shwoer",6,Good Bathroom,neutral
"The AC, the bathroom and shwoer",6,Good Shower,neutral
Breakfast only on orders but cutlery was not good quality. Location is in congested market where traffic jams are often.,7,Ordered Breakfast,neutral
Breakfast only on orders but cutlery was not good quality. Location is in congested market where traffic jams are often.,7,Poor Cutlery Quality,neutral
Breakfast only on orders but cutlery was not good quality. Location is in congested market where traffic jams are often.,7,Congested Market,neutral
Location was great?Û?Èº?™.next to all amenities,8,Great Location,positive
Location was great?Û?Èº?™.next to all amenities,8,Near Amenities,positive
The support staff was good . They were reachable at any moment,7,Good Support Staff,neutral
The support staff was good . They were reachable at any moment,7,Always Reachable,neutral
Good infrastructure and rooms.,7,Good Infrastructure,neutral
Good infrastructure and rooms.,7,Good Rooms,neutral
"?È?·?È???È?·Highly over priced for these congested rooms. Staff's are friendly but not that professional for a hospitality business. Biggest disadvantage is that they will ask for cash alone for room payments and not card or upi. Over all its not worthy for this price, space and amenities provided.",2,Overpriced,negative
"?È?·?È???È?·Highly over priced for these congested rooms. Staff's are friendly but not that professional for a hospitality business. Biggest disadvantage is that they will ask for cash alone for room payments and not card or upi. Over all its not worthy for this price, space and amenities provided.",2,Congested Rooms,negative
"?È?·?È???È?·Highly over priced for these congested rooms. Staff's are friendly but not that professional for a hospitality business. Biggest disadvantage is that they will ask for cash alone for room payments and not card or upi. Over all its not worthy for this price, space and amenities provided.",2,Friendly Staff,negative
"?È?·?È???È?·Highly over priced for these congested rooms. Staff's are friendly but not that professional for a hospitality business. Biggest disadvantage is that they will ask for cash alone for room payments and not card or upi. Over all its not worthy for this price, space and amenities provided.",2,Unprofessional Staff,negative
"?È?·?È???È?·Highly over priced for these congested rooms. Staff's are friendly but not that professional for a hospitality business. Biggest disadvantage is that they will ask for cash alone for room payments and not card or upi. Over all its not worthy for this price, space and amenities provided.",2,Cash Only Payment,negative
"?È?·?È???È?·Highly over priced for these congested rooms. Staff's are friendly but not that professional for a hospitality business. Biggest disadvantage is that they will ask for cash alone for room payments and not card or upi. Over all its not worthy for this price, space and amenities provided.",2,Not Worthy,negative
I like your hotel and staff,10,Like Hotel,positive
I like your hotel and staff,10,Like Staff,positive
The beds were comfy and modern,2,Comfy Beds,negative
The beds were comfy and modern,2,Modern Beds,negative
This hotel is budget accomodation.And location is perfect,10,Budget Accommodation,positive
This hotel is budget accomodation.And location is perfect,10,Perfect Location,positive
"This hotel is the best. Great location, great customer service. front desk were so kind, gracious and helpful.. rooms was good and clean.. comfotable stay..",8,Best Hotel,positive
"This hotel is the best. Great location, great customer service. front desk were so kind, gracious and helpful.. rooms was good and clean.. comfotable stay..",8,Great Location,positive
"This hotel is the best. Great location, great customer service. front desk were so kind, gracious and helpful.. rooms was good and clean.. comfotable stay..",8,Great Customer Service,positive
"This hotel is the best. Great location, great customer service. front desk were so kind, gracious and helpful.. rooms was good and clean.. comfotable stay..",8,Kind Front Desk,positive
"This hotel is the best. Great location, great customer service. front desk were so kind, gracious and helpful.. rooms was good and clean.. comfotable stay..",8,Gracious Staff,positive
"This hotel is the best. Great location, great customer service. front desk were so kind, gracious and helpful.. rooms was good and clean.. comfotable stay..",8,Helpful Staff,positive
"This hotel is the best. Great location, great customer service. front desk were so kind, gracious and helpful.. rooms was good and clean.. comfotable stay..",8,Good Rooms,positive
"This hotel is the best. Great location, great customer service. front desk were so kind, gracious and helpful.. rooms was clean and good.. comfotable stay..",8,Clean Rooms,positive
"This hotel is the best. Great location, great customer service. front desk were so kind, gracious and helpful.. rooms was good and clean.. comfotable stay..",8,Comfortable Stay,positive
"Really good hotel, i look forward to staying here.. the staff are the best feature, genuinely helpful and kind... breakfast was awesome.. rooms are spacious and good value for money..",9,Really Good Hotel,positive
"Really good hotel, i look forward to staying here.. the staff are the best feature, genuinely helpful and kind... breakfast was awesome.. rooms are spacious and good value for money..",9,Look Forward to Stay,positive
"Really good hotel, i look forward to staying here.. the staff are the best feature, genuinely helpful and kind... breakfast was awesome.. rooms are spacious and good value for money..",9,Best Staff Feature,positive
"Really good hotel, i look forward to staying here.. the staff are the best feature, genuinely helpful and kind... breakfast was awesome.. rooms are spacious and good value for money..",9,Genuinely Helpful,positive
"Really good hotel, i look forward to staying here.. the staff are the best feature, genuinely helpful and kind... breakfast was awesome.. rooms are spacious and good value for money..",9,Kind Staff,positive
"Really good hotel, i look forward to staying here.. the staff are the best feature, genuinely helpful and kind... breakfast was awesome.. rooms are spacious and good value for money..",9,Awesome Breakfast,positive
"Really good hotel, i look forward to staying here.. the staff are the best feature, genuinely helpful and kind... breakfast was awesome.. rooms are spacious and good value for money..",9,Spacious Rooms,positive
"Really good hotel, i look forward to staying here.. the staff are the best feature, genuinely helpful and kind... breakfast was awesome.. rooms are spacious and good value for money..",9,Good Value,positive
"I was stay for one night rooms neat and clean,food was amazing and staff was very good and helpful value for money everything was great?Û?Èº?™.",8,Neat Rooms,positive
"I was stay for one night rooms neat and clean,food was amazing and staff was very good and helpful value for money everything was great?Û?Èº?™.",8,Clean Rooms,positive
"I was stay for one night rooms neat and clean,food was amazing and staff was very good and helpful value for money everything was great?Û?Èº?™.",8,Amazing Food,positive
"I was stay for one night rooms neat and clean,food was amazing and staff was very good and helpful value for money everything was great?Û?Èº?™.",8,Very Good Staff,positive
"I was stay for one night rooms neat and clean,food was amazing and staff was very good and helpful value for money everything was great?Û?Èº?™.",8,Helpful Staff,positive
"I was stay for one night rooms neat and clean,food was amazing and staff was very good and helpful value for money everything was great?Û?Èº?™.",8,Value for Money,positive
"I was stay for one night rooms neat and clean,food was amazing and staff was very good and helpful value for money everything was great?Û?Èº?™.",8,Great Everything,positive
Awesome,9,Awesome Experience,positive
Staff were very helpful and courteous.,9,Helpful Staff,positive
Staff were very helpful and courteous.,9,Courteous Staff,positive
Comfortable,9,Comfortable Stay,positive
Definitely is perfect hotel and Easy location,9,Perfect Hotel,positive
Definitely is perfect hotel and Easy location,9,Easy Location,positive
Awesome,9,Awesome Experience,positive
Very good staff,8,Very Good Staff,positive
The location of this property is excellent. You,10,Excellent Location,positive
Breakfast had the same menu every day and the tea cups were not cleaned,5,Same Breakfast Menu,neutral
Breakfast had the same menu every day and the tea cups were not cleaned,5,Unclean Tea Cups,negative
room was clean and well maintained,7,Clean Room,positive
room was clean and well maintained,7,Well Maintained,positive
"The room was decent and the location was near the airport, making it good if you plan to stay a night or so in the city. The staff was also decent and they took up my request to check-in early at an additional price. Overall, good for a night stay or so!",6,Decent Room,positive
"The room was decent and the location was near the airport, making it good if you plan to stay a night or so in the city. The staff was also decent and they took up my request to check-in early at an additional price. Overall, good for a night stay or so!",6,Near Airport,positive
"The room was decent and the location was near the airport, making it good if you plan to stay a night or so in the city. The staff was also decent and they took up my request to check-in early at an additional price. Overall, good for a night stay or so!",6,Good for Night Stay,positive
"The room was decent and the location was near the airport, making it good if you plan to stay a night or so in the city. The staff was also decent and they took up my request to check-in early at an additional price. Overall, good for a night stay or so!",6,Decent Staff,positive
"The room was decent and the location was near the airport, making it good if you plan to stay a night or so in the city. The staff was also decent and they took up my request to check-in early at an additional price. Overall, good for a night stay or so!",6,Early Check-in,positive
"The rooms are clean, the infrastructure is good and the staff were friendly.",7,Clean Rooms,positive
"The rooms are clean, the infrastructure is good and the staff were friendly.",7,Good Infrastructure,positive
"The rooms are clean, the infrastructure is good and the staff were friendly.",7,Friendly Staff,positive
Price was good,5,Good Price,positive
?È?·?È???È?·The pictures used on booking are very misleading. I was surprised by the room I got as it was quite dingey compared to the photos.,5,Misleading Pictures,negative
?È?·?È???È?·The pictures used on booking are very misleading. I was surprised by the room I got as it was quite dingey compared to the photos.,5,Dingey Room,negative
The price is reasonable,5,Reasonable Price,neutral
It is near the airport.,6,Near Airport,positive
"price, it was cheap! and taxi pickup from/to airport worked well.",5,Cheap Price,positive
"price, it was cheap! and taxi pickup from/to airport worked well.",5,Good Taxi Pickup,positive
"Staff members are very co-operative, friendly and helpful. Rooms are as described while booking. Overall I enjoyed the stay.",10,Co-operative Staff,positive
"Staff members are very co-operative, friendly and helpful. Rooms are as described while booking. Overall I enjoyed the stay.",10,Friendly Staff,positive
"Staff members are very co-operative, friendly and helpful. Rooms are as described while booking. Overall I enjoyed the stay.",10,Helpful Staff,positive
"Staff members are very co-operative, friendly and helpful. Rooms are as described while booking. Overall I enjoyed the stay.",10,Rooms as Described,positive
"Staff members are very co-operative, friendly and helpful. Rooms are as described while booking. Overall I enjoyed the stay.",10,Enjoyed Stay,positive
Very good customer service from staff. The food was very nice in the Kitchen . All staff was very polite.,8,Very Good Customer Service,positive
Very good customer service from staff. The food was very nice in the Kitchen . All staff was very polite.,8,Nice Food,positive
Very good customer service from staff. The food was very nice in the Kitchen . All staff was very polite.,8,Very Polite Staff,positive
Very good hotel and nice staff friendly. Neat and clean with flexible cheap price..,9,Very Good Hotel,positive
Very good hotel and nice staff friendly. Neat and clean with flexible cheap price..,9,Nice Staff,positive
Very good hotel and nice staff friendly. Neat and clean with flexible cheap price..,9,Friendly Staff,positive
Very good hotel and nice staff friendly. Neat and clean with flexible cheap price..,9,Neat and Clean,positive
Very good hotel and nice staff friendly. Neat and clean with flexible cheap price..,9,Flexible Cheap Price,positive
?È?·I have stayed in this hotel recently. The hotel's location is great and the prices are good too. The food is delectable and not too expensive. Staffs are good and helpful. Good stay.,9,Great Location,positive
?È?·I have stayed in this hotel recently. The hotel's location is great and the prices are good too. The food is delectable and not too expensive. Staffs are good and helpful. Good stay.,9,Good Prices,positive
?È?·I have stayed in this hotel recently. The hotel's location is great and the prices are good too. The food is delectable and not too expensive. Staffs are good and helpful. Good stay.,9,Delectable Food,positive
?È?·I have stayed in this hotel recently. The hotel's location is great and the prices are good too. The food is delectable and not too expensive. Staffs are good and helpful. Good stay.,9,Affordable Food,positive
?È?·I have stayed in this hotel recently. The hotel's location is great and the prices are good too. The food is delectable and not too expensive. Staffs are good and helpful. Good stay.,9,Good Staff,positive
?È?·I have stayed in this hotel recently. The hotel's location is great and the prices are good too. The food is delectable and not too expensive. Staffs are good and helpful. Good stay.,9,Helpful Staff,positive
?È?·I have stayed in this hotel recently. The hotel's location is great and the prices are good too. The food is delectable and not too expensive. Staffs are good and helpful. Good stay.,9,Good Stay,positive
Excellent Room and very well maintained and cleaning facilities. Behavior of the staff especially the cleaning staff was very good and he is very efficient. The ambience is very good. The Food is also good.,10,Excellent Room,positive
Excellent Room and very well maintained and cleaning facilities. Behavior of the staff especially the cleaning staff was very good and he is very efficient. The ambience is very good. The Food is also good.,10,Well Maintained,positive
Excellent Room and very well maintained and cleaning facilities. Behavior of the staff especially the cleaning staff was very good and he is very efficient. The ambience is very good. The Food is also good.,10,Good Cleaning Facilities,positive
Excellent Room and very well maintained and cleaning facilities. Behavior of the staff especially the cleaning staff was very good and he is very efficient. The ambience is very good. The Food is also good.,10,Good Staff Behavior,positive
Excellent Room and very well maintained and cleaning facilities. Behavior of the staff especially the cleaning staff was very good and he is very efficient. The ambience is very good. The Food is also good.,10,Efficient Cleaning Staff,positive
Excellent Room and very well maintained and cleaning facilities. Behavior of the staff especially the cleaning staff was very good and he is very efficient. The ambience is very good. The Food is also good.,10,Very Good Ambience,positive
Excellent Room and very well maintained and cleaning facilities. Behavior of the staff especially the cleaning staff was very good and he is very efficient. The ambience is very good. The Food is also good.,10,Good Food,positive
Breakfast is very good and staff is so helpfull,10,Very Good Breakfast,positive
Breakfast is very good and staff is so helpfull,10,Helpful Staff,positive
"The rooms were clean, very comfortable, and the staff was amazing. They went over and beyond to help make our stay enjoyable. I highly recommend this hotel for anyone visiting",9,Clean Rooms,positive
"The rooms were clean, very comfortable, and the staff was amazing. They went over and beyond to help make our stay enjoyable. I highly recommend this hotel for anyone visiting",9,Very Comfortable,positive
"The rooms were clean, very comfortable, and the staff was amazing. They went over and beyond to help make our stay enjoyable. I highly recommend this hotel for anyone visiting",9,Amazing Staff,positive
"The rooms were clean, very comfortable, and the staff was amazing. They went over and beyond to help make our stay enjoyable. I highly recommend this hotel for anyone visiting",9,Beyond Help,positive
"The rooms were clean, very comfortable, and the staff was amazing. They went over and beyond to help make our stay enjoyable. I highly recommend this hotel for anyone visiting",9,Enjoyable Stay,positive
"The rooms were clean, very comfortable, and the staff was amazing. They went over and beyond to help make our stay enjoyable. I highly recommend this hotel for anyone visiting",9,Highly Recommended,positive
"Good place for transit stay. Staff was well talented , room was good and it was well clean , good was testy.overall stay was good",9,Good Transit Place,positive
"Good place for transit stay. Staff was well talented , room was good and it was well clean , good was testy.overall stay was good",9,Well Talented Staff,positive
"Good place for transit stay. Staff was well talented , room was good and it was well clean , good was testy.overall stay was good",9,Good Room,positive
"Good place for transit stay. Staff was well talented , room was good and it was well clean , good was testy.overall stay was good",9,Well Clean,positive
"Good place for transit stay. Staff was well talented , room was good and it was well clean , good was testy.overall stay was good",9,Tasty Food,positive
"Good place for transit stay. Staff was well talented , room was good and it was well clean , good was testy.overall stay was good",9,Good Overall Stay,positive
?È?? I recently had the pleasure of staying at lemon tree premier which is close to the airport in Delhi and I must say that I had an absolutely wonderful time everything was above and beyond my expectations from the minute I arrived at the hotel till time I checked out,10,Pleasurable Stay,positive
?È?? I recently had the pleasure of staying at lemon tree premier which is close to the airport in Delhi and I must say that I had an absolutely wonderful time everything was above and beyond my expectations from the minute I arrived at the hotel till time I checked out,10,Near Airport,positive
?È?? I recently had the pleasure of staying at lemon tree premier which is close to the airport in Delhi and I must say that I had an absolutely wonderful time everything was above and beyond my expectations from the minute I arrived at the hotel till time I checked out,10,Wonderful Time,positive
?È?? I recently had the pleasure of staying at lemon tree premier which is close to the airport in Delhi and I must say that I had an absolutely wonderful time everything was above and beyond my expectations from the minute I arrived at the hotel till time I checked out,10,Above Expectations,positive
Nice stay perfect location neat and clean proper hygiene maintained all the staff are great and cooperative and very humble.I always prefer and promote the hotel.,10,Nice Stay,positive
Nice stay perfect location neat and clean proper hygiene maintained all the staff are great and cooperative and very humble.I always prefer and promote the hotel.,10,Perfect Location,positive
Nice stay perfect location neat and clean proper hygiene maintained all the staff are great and cooperative and very humble.I always prefer and promote the hotel.,10,Neat and Clean,positive
Nice stay perfect location neat and clean proper hygiene maintained all the staff are great and cooperative and very humble.I always prefer and promote the hotel.,10,Proper Hygiene,positive
Nice stay perfect location neat and clean proper hygiene maintained all the staff are great and cooperative and very humble.I always prefer and promote the hotel.,10,Great Staff,positive
Nice stay perfect location neat and clean proper hygiene maintained all the staff are great and cooperative and very humble.I always prefer and promote the hotel.,10,Cooperative Staff,positive
Nice stay perfect location neat and clean proper hygiene maintained all the staff are great and cooperative and very humble.I always prefer and promote the hotel.,10,Humble Staff,positive
Nice stay perfect location neat and clean proper hygiene maintained all the staff are great and cooperative and very humble.I always prefer and promote the hotel.,10,Prefer Hotel,positive
Nice stay perfect location neat and clean proper hygiene maintained all the staff are great and cooperative and very humble.I always prefer and promote the hotel.,10,Promote Hotel,positive
no comments available for this review,10,No Comments,positive
Perfect stay we have Thankyou Inderpreet & Sudhakar for your help ?????«ˇ?Ï,10,Perfect Stay,positive
Perfect stay we have Thankyou Inderpreet & Sudhakar for your help ?????«ˇ?Ï,10,Thanks Inderpreet,positive
Perfect stay we have Thankyou Inderpreet & Sudhakar for your help ?????«ˇ?Ï,10,Thanks Sudhakar,positive
Very kind stafff,8,Kind Staff,positive
Breakfast was good value and friendly staff chef & serving staff,8,Good Value Breakfast,positive
Breakfast was good value and friendly staff chef & serving staff,8,Friendly Staff,positive
Breakfast was good value and friendly staff chef & serving staff,8,Friendly Chef,positive
Breakfast was good value and friendly staff chef & serving staff,8,Friendly Serving Staff,positive
Great location.  Friendly staff.,7,Great Location,positive
Great location.  Friendly staff.,7,Friendly Staff,positive
The location is good. The staff are greate The location is good.,7,Good Location,positive
The location is good. The staff are greate The location is good.,7,Great Staff,positive
"Staff service & food was very good.  However,  the day I arrived on July 09 ,2023 - it rained heavily & hotel entrance was flooded . While entrring from Car park to hotel door - I had to take off my shoes   socks and roll up my Trouser while entering hotel. Bell boy helped me to carry my baggage .",7,Good Staff Service,positive
"Staff service & food was very good.  However,  the day I arrived on July 09 ,2023 - it rained heavily & hotel entrance was flooded . While entrring from Car park to hotel door - I had to take off my shoes   socks and roll up my Trouser while entering hotel. Bell boy helped me to carry my baggage .",7,Good Food,positive
"Staff service & food was very good.  However,  the day I arrived on July 09 ,2023 - it rained heavily & hotel entrance was flooded . While entrring from Car park to hotel door - I had to take off my shoes   socks and roll up my Trouser while entering hotel. Bell boy helped me to carry my baggage .",7,Flooded Entrance,negative
"Staff service & food was very good.  However,  the day I arrived on July 09 ,2023 - it rained heavily & hotel entrance was flooded . While entrring from Car park to hotel door - I had to take off my shoes   socks and roll up my Trouser while entering hotel. Bell boy helped me to carry my baggage .",7,Helpful Bell Boy,positive
Great location and very friendly staff,7,Great Location,positive
Great location and very friendly staff,7,Very Friendly Staff,neutral
?È?·?È???È?·Room is too small for the cost we paid at the hotel. Either they should reduce the price or provide bit big room.,8,Too Small Room,positive
?È?·?È???È?·Room is too small for the cost we paid at the hotel. Either they should reduce the price or provide bit big room.,8,High Cost,positive
"Location was perfect, central to everything & staff absolutely amazing and very accommodating",8,Perfect Location,positive
"Location was perfect, central to everything & staff absolutely amazing and very accommodating",8,Central Location,positive
